microFaces RMS diag_mesh_0 diag_mesh_1 max mean min n_samples
1000 0.8057303428649902 182.76820373535156 180.20969907233476 4.886234283447266 0.5621297955513 0.0005718146567232907 4066 
10000 0.3277280032634735 182.76820373535156 181.00773678914234 4.54629373550415 0.17100730538368225 7.51550032873638e-05 4066 
100000 0.15391868352890015 182.76820373535156 182.5455195407426 2.767728090286255 0.05986388400197029 1.163881734100869e-06 4066 
101000 0.11487111449241638 182.76820373535156 182.5455195407426 1.754752516746521 0.055284712463617325 3.201742219971493e-05 4066 
102000 0.13835124671459198 182.76820373535156 182.5455195407426 2.4850051403045654 0.05807795375585556 0.0 4066 
103000 0.14729657769203186 182.76820373535156 182.5455195407426 2.4279563426971436 0.06025930121541023 1.0769607570182416e-06 4066 
104000 0.13897459208965302 182.76820373535156 182.5385326624165 2.3351504802703857 0.058019861578941345 5.078983576822793e-06 4066 
105000 0.15912771224975586 182.76820373535156 182.5385326624165 2.6781387329101562 0.060859572142362595 1.688269003352616e-05 4066 
106000 0.13666480779647827 182.76820373535156 182.5385326624165 2.637695074081421 0.059101127088069916 1.3889109595766058e-06 4066 
107000 0.14475718140602112 182.76820373535156 182.5385326624165 2.0913217067718506 0.059270475059747696 1.163881734100869e-06 4066 
108000 0.14884519577026367 182.76820373535156 182.5385326624165 2.406050443649292 0.059493500739336014 3.4011452498816652e-06 4066 
109000 0.14028175175189972 182.76820373535156 182.5385326624165 2.4279563426971436 0.058744877576828 1.5047404303913936e-05 4066 
11000 0.355830579996109 182.76820373535156 181.08722653828013 4.429303169250488 0.17593427002429962 9.70006931311218e-06 4066 
12000 0.33839496970176697 182.76820373535156 181.8479085358731 4.999721050262451 0.16021814942359924 3.010162436112296e-05 4066 
13000 0.24598468840122223 182.76820373535156 182.07535320249295 2.5538763999938965 0.13707849383354187 2.5012555852299556e-05 4066 
14000 0.25672751665115356 182.76820373535156 182.07535320249295 2.895901679992676 0.13674691319465637 1.1069359970861115e-05 4066 
15000 0.23158827424049377 182.76820373535156 182.07535320249295 2.955878973007202 0.12923164665699005 3.922671021427959e-05 4066 
16000 0.2266436368227005 182.76820373535156 182.14275859842945 3.1595327854156494 0.1248602569103241 0.0 4066 
17000 0.25212544202804565 182.76820373535156 182.14275859842945 3.100613832473755 0.12802094221115112 1.4443779946304858e-05 4066 
18000 0.22551877796649933 182.76820373535156 182.14275859842945 2.705003499984741 0.12027014791965485 1.4443779946304858e-05 4066 
19000 0.25379157066345215 182.76820373535156 182.14275859842945 2.9751665592193604 0.1303158551454544 5.481379776028916e-05 4066 
2000 0.6991689801216125 182.76820373535156 181.39020152793475 5.25072717666626 0.43904823064804077 0.0001797188160708174 4066 
20000 0.22670410573482513 182.76820373535156 182.14275859842945 2.9751665592193604 0.11852052062749863 0.0 4066 
21000 0.23421251773834229 182.76820373535156 182.14275859842945 2.955878973007202 0.12272543460130692 4.2747531551867723e-05 4066 
22000 0.22537213563919067 182.76820373535156 182.19459399439387 2.9751665592193604 0.11984361708164215 7.490911229979247e-06 4066 
23000 0.22079826891422272 182.76820373535156 182.28215035928292 2.895901679992676 0.11478927731513977 9.70006931311218e-06 4066 
24000 0.2162998616695404 182.76820373535156 182.27216196404066 2.763467788696289 0.10924429446458817 0.0 4066 
25000 0.2312397062778473 182.76820373535156 182.25202543348888 2.767620325088501 0.11342352628707886 2.5285882657044567e-05 4066 
26000 0.2055349051952362 182.76820373535156 182.25202543348888 2.295419931411743 0.10217354446649551 0.0 4066 
27000 0.21821463108062744 182.76820373535156 182.25202543348888 2.349307060241699 0.10957025736570358 1.4265124264056794e-05 4066 
28000 0.21449095010757446 182.76820373535156 182.26795418472034 2.767620325088501 0.10602366924285889 0.0 4066 
