microFaces RMS diag_mesh_0 diag_mesh_1 max mean min n_samples
1000 0.8536043167114258 182.76820373535156 180.78799382067766 5.400661468505859 0.575387716293335 0.0007714977255091071 4066 
10000 0.32090461254119873 182.76820373535156 181.02526502772702 5.1345930099487305 0.15809181332588196 3.392947110114619e-05 4066 
100000 0.16036991775035858 182.76820373535156 182.53886898766712 2.766568660736084 0.061373136937618256 0.0 4066 
101000 0.1612139642238617 182.76820373535156 182.53886898766712 2.770963191986084 0.060885921120643616 4.4826828116129036e-07 4066 
102000 0.15677252411842346 182.76820373535156 182.53886898766712 2.610485315322876 0.06052674725651741 1.2402365427988116e-06 4066 
103000 0.1648338884115219 182.76820373535156 182.53886898766712 3.100613832473755 0.06056217476725578 4.4826828116129036e-07 4066 
104000 0.16555935144424438 182.76820373535156 182.53886898766712 2.972959041595459 0.061302684247493744 1.498976143921027e-05 4066 
105000 0.17939628660678864 182.76820373535156 182.53886898766712 2.9751665592193604 0.06441380828619003 3.0020139547559666e-06 4066 
106000 0.16365480422973633 182.76820373535156 182.53886898766712 2.798637628555298 0.06056242808699608 4.892347533314023e-06 4066 
107000 0.161179780960083 182.76820373535156 182.53886898766712 3.0228524208068848 0.05962246283888817 4.892347533314023e-06 4066 
108000 0.16904699802398682 182.76820373535156 182.53886898766712 2.766568660736084 0.06267483532428741 1.2402365427988116e-06 4066 
109000 0.16802248358726501 182.76820373535156 182.53886898766712 3.1595327854156494 0.06304512917995453 4.892347533314023e-06 4066 
11000 0.3530057966709137 182.76820373535156 181.02526502772702 4.658812046051025 0.16302581131458282 6.440595825552009e-06 4066 
12000 0.3021882474422455 182.76820373535156 181.0956107520121 5.1345930099487305 0.1463535875082016 6.940292678336846e-07 4066 
13000 0.3214802145957947 182.76820373535156 181.0956107520121 4.624245643615723 0.14821408689022064 0.0 4066 
14000 0.3033362030982971 182.76820373535156 181.6312646749482 4.2745771408081055 0.14070361852645874 2.3075423086993396e-05 4066 
15000 0.2974494397640228 182.76820373535156 181.8869266374991 4.658812046051025 0.13344082236289978 7.293004387065594e-07 4066 
16000 0.3126499354839325 182.76820373535156 181.8869266374991 5.1345930099487305 0.1358700841665268 6.694337935186923e-05 4066 
17000 0.2941117286682129 182.76820373535156 181.8869266374991 4.371622562408447 0.13581275939941406 6.273404142120853e-05 4066 
18000 0.28207656741142273 182.76820373535156 181.9446311557731 4.330112457275391 0.13136674463748932 5.6172546464949846e-05 4066 
19000 0.29471883177757263 182.76820373535156 181.9446311557731 4.528892517089844 0.1265435665845871 1.1472631058495608e-06 4066 
2000 0.6038388013839722 182.76820373535156 180.82272265411774 4.607146739959717 0.38328567147254944 9.579046491126064e-06 4066 
20000 0.25922486186027527 182.76820373535156 181.9446311557731 4.999721050262451 0.12146813422441483 1.6435984434792772e-05 4066 
21000 0.27257898449897766 182.76820373535156 181.9446311557731 4.658812046051025 0.12100797891616821 3.639728674897924e-05 4066 
22000 0.2479671686887741 182.76820373535156 182.03653480373652 4.303614139556885 0.11398033052682877 0.0 4066 
23000 0.2979006767272949 182.76820373535156 182.03653480373652 4.624245643615723 0.12376121431589127 2.5012555852299556e-05 4066 
24000 0.2704293429851532 182.76820373535156 182.03653480373652 3.9782564640045166 0.11383496969938278 6.581495199498022e-06 4066 
25000 0.282233327627182 182.76820373535156 182.03653480373652 4.833795547485352 0.11916209012269974 1.6435984434792772e-05 4066 
26000 0.259837806224823 182.76820373535156 182.03653480373652 3.6692068576812744 0.11437598615884781 2.8726997697958723e-05 4066 
27000 0.2632400095462799 182.76820373535156 182.03653480373652 4.528892517089844 0.11418493092060089 1.4079116226639599e-05 4066 
28000 0.26806241273880005 182.76820373535156 182.03653480373652 4.833795547485352 0.10621529072523117 6.581495199498022e-06 4066 
